ICSE,F,https://conf.researchr.org/track/icse-2024/icse-2024-research-track
FSE,F,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
ASE,F,https://conf.researchr.org/track/ase-2024/ase-2024-research?
ICSME,F,https://conf.researchr.org/track/icsme-2024/icsme-2024-papers?
ISSTA,F,https://2024.issta.org/track/issta-2024-papers
ICST,F,https://conf.researchr.org/track/icst-2024/icst-2024-papers?
SANER,F,https://conf.researchr.org/track/saner-2024/saner-2024-papers
ICPC,F,https://conf.researchr.org/track/icpc-2024/icpc-2024-research
MSR,F,https://2024.msrconf.org/track/msr-2024-technical-papers?
EASE,F,https://conf.researchr.org/track/ease-2024/ease-2024-papers?
ESEM,F,https://conf.researchr.org/track/esem-2024/esem-2024-technical-track?
