ICSE,F,https://conf.researchr.org/track/icse-2022/icse-2022-papers?
FSE,F,https://2022.esec-fse.org/track/fse-2022-research-papers
ASE,F,https://conf.researchr.org/track/ase-2022/ase-2022-research-papers?
ICSME,F,https://cyprusconferences.org/icsme2022/research-track-accepted-papers/
ISSTA,F,https://conf.researchr.org/track/issta-2022/issta-2022-technical-papers
ICST,F,https://icst2022.vrain.upv.es/track/icst-2022-papers
SANER,F,
ICPC,F,https://conf.researchr.org/track/icpc-2022/icpc-2022-research
MSR,F,https://conf.researchr.org/home/msr-2022
EASE,F,https://conf.researchr.org/track/ease-2022/ease-2022-research
ESEM,F,https://conf.researchr.org/track/esem-2022/esem-2022-technical-track?
