ICSE,F,https://conf.researchr.org/track/icse-2018/icse-2018-Technical-Papers
FSE,F,https://2018.fseconference.org/track/fse-2018-research-papers
ASE,F,http://www.ase2018.com/?p=program
ICSME,F,https://icsme2018.github.io/program/Accepted.html
ISSTA,F,https://conf.researchr.org/track/issta-2018/issta-2018-Technical-Papers#About
ICST,F,https://www.es.mdh.se/icst2018/accepted-papers/
SANER,F,
ICPC,F,https://conf.researchr.org/track/icpc-2018/icpc-2018-Technical-Research
MSR,F,https://2018.msrconf.org/track/msr-2018-papers
EASE,F,
ESEM,F,
